#ies_format_version: 1.0
#file: 20250801_1000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 1.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	device_A_31;	FALSE;	TRUE;	0;	other;	INTEGER,12. -
YYYYMMDD;	hhmmss;	unixtimestamp;	device_A_31
20250801;	173333;	1754049813.000;	           9
20250801;	173334;	1754049814.000;	           9
20250801;	173335;	1754049815.000;	           9
20250801;	173336;	1754049816.000;	           9
20250801;	173337;	1754049817.000;	           9
20250801;	173338;	1754049818.000;	           9
20250801;	173339;	1754049819.000;	           9
20250801;	173340;	1754049820.000;	           9
20250801;	173341;	1754049821.000;	           9
20250801;	173342;	1754049822.000;	           9
20250801;	173343;	1754049823.000;	           9
20250801;	173344;	1754049824.000;	           9
20250801;	173345;	1754049825.000;	           9
20250801;	173346;	1754049826.000;	           9
20250801;	173347;	1754049827.000;	           9
20250801;	173348;	1754049828.000;	           9
20250801;	173349;	1754049829.000;	           9
20250801;	173350;	1754049830.000;	           9
20250801;	173351;	1754049831.000;	           9
20250801;	173352;	1754049832.000;	           9
20250801;	173353;	1754049833.000;	           9
20250801;	173354;	1754049834.000;	           9
20250801;	173355;	1754049835.000;	           9
20250801;	173356;	1754049836.000;	           9
20250801;	173357;	1754049837.000;	           9
20250801;	173358;	1754049838.000;	           9
20250801;	173359;	1754049839.000;	           9
20250801;	173400;	1754049840.000;	           9
20250801;	173401;	1754049841.000;	           9
20250801;	173402;	1754049842.000;	           9
20250801;	173403;	1754049843.000;	           9
20250801;	173404;	1754049844.000;	           9
20250801;	173405;	1754049845.000;	           9
20250801;	173406;	1754049846.000;	           9
20250801;	173407;	1754049847.000;	           9
20250801;	173408;	1754049848.000;	           9
20250801;	173409;	1754049849.000;	           9
20250801;	173410;	1754049850.000;	           9
20250801;	173411;	1754049851.000;	           9
20250801;	173412;	1754049852.000;	           9
20250801;	173413;	1754049853.000;	           9
20250801;	173414;	1754049854.000;	           9
20250801;	173415;	1754049855.000;	           9
20250801;	173416;	1754049856.000;	           9
20250801;	173417;	1754049857.000;	           9
20250801;	173418;	1754049858.000;	           9
20250801;	173419;	1754049859.000;	           9
20250801;	173420;	1754049860.000;	           9
20250801;	173421;	1754049861.000;	           9
20250801;	173422;	1754049862.000;	           9
20250801;	173423;	1754049863.000;	           9
20250801;	173424;	1754049864.000;	           9
20250801;	173425;	1754049865.000;	           9
20250801;	173426;	1754049866.000;	           9
20250801;	173427;	1754049867.000;	           9
20250801;	173428;	1754049868.000;	           9
20250801;	173429;	1754049869.000;	           9
20250801;	173430;	1754049870.000;	           9
20250801;	173431;	1754049871.000;	           9
20250801;	173432;	1754049872.000;	           9
20250801;	173433;	1754049873.000;	           9
20250801;	173434;	1754049874.000;	           9
20250801;	173435;	1754049875.000;	           9
20250801;	173436;	1754049876.000;	           9
20250801;	173437;	1754049877.000;	           9
20250801;	173438;	1754049878.000;	           9
20250801;	173439;	1754049879.000;	           9
20250801;	173440;	1754049880.000;	           9
20250801;	173441;	1754049881.000;	           9
20250801;	173442;	1754049882.000;	           9
20250801;	173443;	1754049883.000;	           9
20250801;	173444;	1754049884.000;	           9
20250801;	173445;	1754049885.000;	           9
20250801;	173446;	1754049886.000;	           9
20250801;	173447;	1754049887.000;	           9
20250801;	173448;	1754049888.000;	           9
20250801;	173449;	1754049889.000;	           9
20250801;	173450;	1754049890.000;	           9
20250801;	173451;	1754049891.000;	           9
20250801;	173452;	1754049892.000;	           9
20250801;	173453;	1754049893.000;	           9
20250801;	173454;	1754049894.000;	           9
20250801;	173455;	1754049895.000;	           9
20250801;	173456;	1754049896.000;	           9
20250801;	173457;	1754049897.000;	           9
20250801;	173458;	1754049898.000;	           9
20250801;	173459;	1754049899.000;	           9
20250801;	173500;	1754049900.000;	           9
20250801;	173501;	1754049901.000;	           9
20250801;	173502;	1754049902.000;	           9
20250801;	173503;	1754049903.000;	           9
20250801;	173504;	1754049904.000;	           9
20250801;	173505;	1754049905.000;	           9
20250801;	173506;	1754049906.000;	           9
20250801;	173507;	1754049907.000;	           9
20250801;	173508;	1754049908.000;	           9
20250801;	173509;	1754049909.000;	           9
20250801;	173510;	1754049910.000;	           9
20250801;	173511;	1754049911.000;	           9
20250801;	173512;	1754049912.000;	           9
20250801;	173513;	1754049913.000;	           9
20250801;	173514;	1754049914.000;	           9
20250801;	173515;	1754049915.000;	           9
20250801;	173516;	1754049916.000;	           9
20250801;	173517;	1754049917.000;	           9
20250801;	173518;	1754049918.000;	           9
20250801;	173519;	1754049919.000;	           9
20250801;	173520;	1754049920.000;	           9
20250801;	173521;	1754049921.000;	           9
20250801;	173522;	1754049922.000;	           9
20250801;	173523;	1754049923.000;	           9
20250801;	173524;	1754049924.000;	           9
20250801;	173525;	1754049925.000;	           9
20250801;	173526;	1754049926.000;	           9
20250801;	173527;	1754049927.000;	           9
20250801;	173528;	1754049928.000;	           9
20250801;	173529;	1754049929.000;	           9
20250801;	173530;	1754049930.000;	           9
20250801;	173531;	1754049931.000;	           9
20250801;	173532;	1754049932.000;	           9
20250801;	173533;	1754049933.000;	           9
20250801;	173534;	1754049934.000;	           9
20250801;	173535;	1754049935.000;	           9
20250801;	173536;	1754049936.000;	           9
20250801;	173537;	1754049937.000;	           9
20250801;	173538;	1754049938.000;	           9
20250801;	173539;	1754049939.000;	           9
20250801;	173540;	1754049940.000;	           9
20250801;	173541;	1754049941.000;	           9
20250801;	173542;	1754049942.000;	           9
20250801;	173543;	1754049943.000;	           9
20250801;	173544;	1754049944.000;	           9
20250801;	173545;	1754049945.000;	           9
20250801;	173546;	1754049946.000;	           9
20250801;	173547;	1754049947.000;	           9
20250801;	173548;	1754049948.000;	           9
20250801;	173549;	1754049949.000;	           9
20250801;	173550;	1754049950.000;	           9
20250801;	173551;	1754049951.000;	           9
20250801;	173552;	1754049952.000;	           9
20250801;	173553;	1754049953.000;	           9
20250801;	173554;	1754049954.000;	           9
20250801;	173555;	1754049955.000;	           9
20250801;	173556;	1754049956.000;	           9
20250801;	173557;	1754049957.000;	           9
20250801;	173558;	1754049958.000;	           9
20250801;	173559;	1754049959.000;	           9
20250801;	173600;	1754049960.000;	           9
20250801;	173601;	1754049961.000;	           9
20250801;	173602;	1754049962.000;	           9
20250801;	173603;	1754049963.000;	           9
20250801;	173604;	1754049964.000;	           9
20250801;	173605;	1754049965.000;	           9
20250801;	173606;	1754049966.000;	           9
20250801;	173607;	1754049967.000;	           9
20250801;	173608;	1754049968.000;	           9
20250801;	173609;	1754049969.000;	           9
20250801;	173610;	1754049970.000;	           9
20250801;	173611;	1754049971.000;	           9
20250801;	173612;	1754049972.000;	           9
20250801;	173613;	1754049973.000;	           9
20250801;	173614;	1754049974.000;	           9
20250801;	173615;	1754049975.000;	           9
20250801;	173616;	1754049976.000;	           9
20250801;	173617;	1754049977.000;	           9
20250801;	173618;	1754049978.000;	           9
20250801;	173619;	1754049979.000;	           9
20250801;	173620;	1754049980.000;	           9
20250801;	173621;	1754049981.000;	           9
20250801;	173622;	1754049982.000;	           9
20250801;	173623;	1754049983.000;	           9
20250801;	173624;	1754049984.000;	           9
20250801;	173625;	1754049985.000;	           9
20250801;	173626;	1754049986.000;	           9
20250801;	173627;	1754049987.000;	           9
20250801;	173628;	1754049988.000;	           9
20250801;	173629;	1754049989.000;	           9
20250801;	173630;	1754049990.000;	           9
20250801;	173631;	1754049991.000;	           9
20250801;	173632;	1754049992.000;	           9
20250801;	173633;	1754049993.000;	           9
20250801;	173634;	1754049994.000;	           9
20250801;	173635;	1754049995.000;	           9
20250801;	173636;	1754049996.000;	           9
20250801;	173637;	1754049997.000;	           9
20250801;	173638;	1754049998.000;	           9
20250801;	173639;	1754049999.000;	           9
20250801;	173640;	1754050000.000;	           9
20250801;	173641;	1754050001.000;	           9
20250801;	173642;	1754050002.000;	           9
20250801;	173643;	1754050003.000;	           9
20250801;	173644;	1754050004.000;	           9
20250801;	173645;	1754050005.000;	           9
20250801;	173646;	1754050006.000;	           9
20250801;	173647;	1754050007.000;	           9
20250801;	173648;	1754050008.000;	           9
20250801;	173649;	1754050009.000;	           9
20250801;	173650;	1754050010.000;	           9
20250801;	173651;	1754050011.000;	           9
20250801;	173652;	1754050012.000;	           9
20250801;	173653;	1754050013.000;	           9
20250801;	173654;	1754050014.000;	           9
20250801;	173655;	1754050015.000;	           9
20250801;	173656;	1754050016.000;	           9
20250801;	173657;	1754050017.000;	           9
20250801;	173658;	1754050018.000;	           9
20250801;	173659;	1754050019.000;	           9
20250801;	173700;	1754050020.000;	           9
20250801;	173701;	1754050021.000;	           9
20250801;	173702;	1754050022.000;	           9
20250801;	173703;	1754050023.000;	           9
20250801;	173704;	1754050024.000;	           9
20250801;	173705;	1754050025.000;	           9
20250801;	173706;	1754050026.000;	           9
20250801;	173707;	1754050027.000;	           9
20250801;	173708;	1754050028.000;	           9
20250801;	173709;	1754050029.000;	           9
20250801;	173710;	1754050030.000;	           9
20250801;	173711;	1754050031.000;	           9
20250801;	173712;	1754050032.000;	           9
20250801;	173713;	1754050033.000;	           9
20250801;	173714;	1754050034.000;	           9
20250801;	173715;	1754050035.000;	           9
20250801;	173716;	1754050036.000;	           9
20250801;	173717;	1754050037.000;	           9
20250801;	173718;	1754050038.000;	           9
20250801;	173719;	1754050039.000;	           9
20250801;	173720;	1754050040.000;	           9
20250801;	173721;	1754050041.000;	           9
20250801;	173722;	1754050042.000;	           9
20250801;	173723;	1754050043.000;	           9
20250801;	173724;	1754050044.000;	           9
20250801;	173725;	1754050045.000;	           9
20250801;	173726;	1754050046.000;	           9
20250801;	173727;	1754050047.000;	           9
20250801;	173728;	1754050048.000;	           9
20250801;	173729;	1754050049.000;	           9
20250801;	173730;	1754050050.000;	           9
20250801;	173731;	1754050051.000;	           9
20250801;	173732;	1754050052.000;	           9
20250801;	173733;	1754050053.000;	           9
20250801;	173734;	1754050054.000;	           9
20250801;	173735;	1754050055.000;	           9
20250801;	173736;	1754050056.000;	           9
20250801;	173737;	1754050057.000;	           9
20250801;	173738;	1754050058.000;	           9
20250801;	173739;	1754050059.000;	           9
20250801;	173740;	1754050060.000;	           9
20250801;	173741;	1754050061.000;	           9
20250801;	173742;	1754050062.000;	           9
20250801;	173743;	1754050063.000;	           9
20250801;	173744;	1754050064.000;	           9
20250801;	173745;	1754050065.000;	           9
20250801;	173746;	1754050066.000;	           9
20250801;	173747;	1754050067.000;	           9
20250801;	173748;	1754050068.000;	           9
20250801;	173749;	1754050069.000;	           9
20250801;	173750;	1754050070.000;	           9
20250801;	173751;	1754050071.000;	           9
20250801;	173752;	1754050072.000;	           9
20250801;	173753;	1754050073.000;	           9
20250801;	173754;	1754050074.000;	           9
20250801;	173755;	1754050075.000;	           9
20250801;	173756;	1754050076.000;	           9
20250801;	173757;	1754050077.000;	           9
20250801;	173758;	1754050078.000;	           9
20250801;	173759;	1754050079.000;	           9
20250801;	173800;	1754050080.000;	           9
20250801;	173801;	1754050081.000;	           9
20250801;	173802;	1754050082.000;	           9
20250801;	173803;	1754050083.000;	           9
20250801;	173804;	1754050084.000;	           9
20250801;	173805;	1754050085.000;	           9
20250801;	173806;	1754050086.000;	           9
20250801;	173807;	1754050087.000;	           9
